W3181,,Genome count,PMID,Product Descriptor,GENE,Alias,Role,Regulated by,Essentiality Class in MR-1,FIG Function,FIG Subsystem,CAZY,family,Merops family,cofactor (organic),cofactor (inorganic,substrate,Transport Family,EC NUMBER,evolution,Genome count,Localization,Group ID
W3181_1772,,22,,conserved protein of unknown function,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,cyt,Shw02091
W3181_1773,,20,,cupin 4 family protein,,,,,Dispensable Unclear In Ecoli,FIG002776: hypothetical protein,CBSS-354.1.peg.876,,,,,,,,,no Shal/Ssed,1,cyt,Shw02090
W3181_1774,,22,,adenylosuccinate lyase PurB,purB,,Purine conversions,,New Essential,Adenylosuccinate lyase (EC 4.3.2.2),CBSS-354.1.peg.876; <br>De Novo Purine Biosynthesis; <br>Purine conversions,,,,,,,,4.3.2.2,core,1,cyt,Shw02089
W3181_1775,,22,21324212,high frequency lysogenization protein HflD,hflD,,Phage lysis-lysogeny switch,,Unknown,FIG002903: a protein of unknown function perhaps involved in purine metabolism,CBSS-354.1.peg.876,,,,,,,,,core,1,cyt,Shw02088
W3181_1776,,22,,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase TrmU,trmU,mnmA,tRNA processing,,Expected Essential,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61),CBSS-354.1.peg.876,,,,ATP,,tRNA,,2.1.1.61,core,1,cyt,Shw02087
W3181_1777,,19,,MutT/nudix family protein,,,,,Dispensable,Nudix-like NDP and NTP phosphohydrolase YmfB,CBSS-354.1.peg.876; <br>Nudix proteins (nucleoside triphosphate hydrolases),,,,,,,,3.6.1.-,,1,cyt,Shw02086
W3181_1778,,22,,23S rRNA pseudouridine2457 synthase RluE,rluE,,rRNA modification - 23S,,,Ribosomal large subunit pseudouridine synthase E (EC 4.2.1.70) ## LSU Psi2457,CBSS-354.1.peg.876,,,,,,,,5.4.99.20,core,1,cyt,Shw02085
W3181_1779,,22,,isocitrate dehydrogenase NADP-dependent Icd,icd,,TCA Cycle,,Dispensable,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42); Monomeric isocitrate dehydrogenase [NADP] (EC 1.1.1.42),TCA Cycle,,,,NADP,,,,1.1.1.42,core,1,cyt,Shw02084
W3181_1780,,22,,DNA-binding cold shock protein CspD,cspD,,Cold shock,,Unknown,Cold shock protein CspD,Cold shock CspA family of proteins,,,,,,,,,core,1,cyt,Shw01328f
W3181_1781,,22,,ATP-dependent Clp protease adaptor protein ClpS,clpS,,Cytoplasmic proteolytic system,,Expected Essential,ATP-dependent Clp protease adaptor protein ClpS,ClpAS cluster; <br>Proteolysis in bacteria ATP-dependent,,,,,,,,,core,1,cyt,Shw02082
W3181_1782,,22,,ATP-dependent Clp protease ATPase and specificity subunit ClpA,clpA,,Cytoplasmic proteolytic system,,Dispensable,ATP-dependent Clp protease ATP-binding subunit ClpA,CBSS-176299.4.peg.1996B; <br>ClpAS cluster; <br>Proteolysis in bacteria ATP-dependent,,,,ATP,,,,,core,1,cyt,Shw02081
W3181_1783,,22,,translation initiation factor IF-1 InfA,infA,,Translation initiation factors,,Expected Essential,Translation initiation factor 1,Translation initiation factors bacterial,,,,,,,,,core,1,cyt,Shw02080
W3181_1784,,22,,leucyl-tRNA-protein transferase Bpt,bpt,,Protein degradation,,Unknown,Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6),Protein degradation,,,,,,,,2.3.2.-,core,1,cyt,Shw02079
W3181_1785,,22,,leucyl/phenylalanyl-tRNA--protein transferase Aat,aat,,Protein degradation,,Dispensable,Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6),Protein degradation,,,,,,,,2.3.2.6,core,1,cyt,Shw02078
W3181_1786,,22,,outer membrane protein SlyB-like,,,,,Unknown,FIG106692: Outer membrane lipoprotein,,,,,,,,,,core,1,OM,Shw02077
W3181_1787,,22,,conserved protein TIGR00486 YbgI,ybgI,,,,Dispensable,FIG137478: Hypothetical protein,,,,,,,,,,core,1,cyt,Shw02076
W3181_1788,,11,,transport protein AEC family,,,Transport - efflux,,Unknown,Transporter,,,,,,,,2.A.69,,,1,IM 10 TM,Shw02075
W3181_1789,,22,,methionyl-tRNA synthetase MetG,metG,,tRNA charging,,Expected Essential,Methionyl-tRNA synthetase (EC 6.1.1.10),tRNA aminoacylation Met,,,,ATP,,,,6.1.1.10,core,1,cyt,Shw02074
W3181_1790,,22,,scaffold protein for [4Fe-4S] cluster assembly ApbC,apbC,,cofactor assembly - 4Fe-4S,,Dispensable,Scaffold protein for [4Fe-4S] cluster assembly ApbC MRP-like,,,,,ATP,,,,,core,1,cyt,Shw02073
W3181_1791,,22,,uridine kinase Udk,udk,,pyrimidine conversions,,Dispensable,Uridine kinase (EC 2.7.1.48) [C1],pyrimidine conversions,,,,,,,,2.7.1.48,core,1,cyt,Shw02072
W3181_1792,,15,,deoxycytidine triphosphate deaminase Dcd,dcd,,pyrimidine conversions,,Unknown,Deoxycytidine triphosphate deaminase (EC 3.5.4.13),pyrimidine conversions,,,,,,,,3.5.4.13,,1,cyt,Shw02071
W3181_1793,,22,,aminodeoxychorismate lyase PabC,pabC,,Folate Biosynthesis,,Dispensable,Aminodeoxychorismate lyase (EC 4.1.3.38),COG1399; <br>Chorismate: Intermediate for synthesis of PAPA antibiotics PABA anthranilate 3-hydroxyanthranilate and more.; <br>Folate Biosynthesis,,,,pyridoxyl phosphate (PLP),,,,4.1.3.38,core,1,cyt,Shw02070
W3181_1794,,22,,conserved hypothetical protein YceG,yceG,,,,New Essential,FIG004453: protein YceG like,CBSS-281090.3.peg.464; <br>CBSS-323097.3.peg.2594; <br>COG1399,,,,,,,,,core,1,IM 1 TM,Shw02069
W3181_1795,,22,,thymidylate kinase Tmk,tmk,,pyrimidine conversions,,Expected Essential,Thymidylate kinase (EC 2.7.4.9),COG1399; <br>pyrimidine conversions,,,,,,,,2.7.4.9,core? (check Sben),1,cyt,Shw02068
W3181_1796,,22,,DNA polymerase III delta' subunit HolB,holB,,DNA-replication,,Expected Essential,DNA polymerase III delta prime subunit (EC 2.7.7.7),DNA-replication,,,,,,,,2.7.7.7,core,1,cyt,Shw02067
W3181_1797,,22,,c-di-GMP-binding protein,,,,,Unknown,Type IV pilus biogenesis protein PilZ,,,,,,,,,,core,1,cyt,Shw02066
W3181_1798,,22,,TatD family deoxyribonuclease YcfH,ycfH,,,,Dispensable,Putative deoxyribonuclease YcfH,YcfH,,,,,,,,,core,1,cyt,Shw02065
W3181_1799,,22,,16S rRNA (cytosine1407-C5)-methyltransferase RsmF,rsmF,yebU,rRNA modification - 16S,,Dispensable,tRNA/RNA cytosine-C5-methylase (EC 2.1.1.-),,,,,,,,,2.1.1.178,core,1,cyt,Shw02064
W3181_1800,,21,,putative nucleoside transporter,,,Transport,,Dispensable,Fused spore maturation proteins A and B,Spore Core Dehydration,,,,,,,,,core? (check Sben),1,IM 9 TM,Shw02063
W3181_1801,,22,2170922,multivalent adhesion molecule 7,,,adhesion,,Dispensable,Paraquat-inducible protein B,Oxidative stress,,,,,,,,,core,1,OM,Shw02062
W3181_1802,,22,,PqiA family protein,,,Oxidative stress,,,Paraquat-inducible protein A,Oxidative stress,,,,,,,,,core,1,IM 4 TM,Shw02061
W3181_1803,,22,,PqiA family protein,,,Oxidative stress,,,Paraquat-inducible protein A,Oxidative stress,,,,,,,,,core,1,IM 4 TM,Shw02060
W3181_1804,,21,,UV induced SOS regulon protein YebG,yebG,,stress - SOS (upstream LexA binding site),,Expected Essential,hypothetical protein,,,,,,,,,,core? (Sben at edge of contig),1,cyt,Shw02059
W3181_1805,,21,,free methionine-R-sulfoxide reductase YebR,yebR,,Oxidative stress,,Dispensable,COG1956 GAF domain-containing protein,CBSS-211586.1.peg.2357,,,,,,,,1.8.4.14,core? (Sben at edge of contig),1,cyt,Shw02058
W3181_1806,,22,,activator protein ProQ,proQ,,1CP|activator,,Unknown,ProQ: influences osmotic activation of compatible solute ProP,CBSS-211586.1.peg.2357; <br>Proline 4-hydroxyproline uptake and utilization,,,,,,,,,core,1,cyt,Shw02057
W3181_1807,,22,,periplasmic C-terminal processing protease Prc,prc,,,,Dispensable,Tail-specific protease precursor (EC 3.4.21.102),CBSS-211586.1.peg.2357,,,,,,,,3.4.21.102,core,1,peri,Shw02056
W3181_1808,,22,,alanyl aminopeptidase PepN,pepN,,Aminopeptidase,,Dispensable,Membrane alanine aminopeptidase N (EC 3.4.11.2),Aminopeptidases (EC 3.4.11.-),,,M01,,,,,3.4.11.2,core,1,cyt,Shw02055
W3181_1809,,22,,protein of unknown function DUF2835,,,,,Unknown,hypothetical protein,,,,,,,,,,core,1,cyt,Shw02054
W3181_1810,,22,,outer membrane protein of unknown function DUF1302,,,AidA?,,Dispensable,FIG067310: hypothetical protein,CBSS-211586.1.peg.2352,,,,,,,,,core,1,OM,Shw02053
W3181_1811,,22,,putative periplasmic protein of unknown function DUF1329,,,,,Dispensable,FIG002188: hypothetical protein,CBSS-211586.1.peg.2352,,,,,,,,,core,1,peri,Shw02052
W3181_1812,,22,,BNR repeat protein,,,,,Unknown,FIG002465: BNR repeat protein,CBSS-211586.1.peg.2352,,,,,,,,,core,1,peri,Shw02051
W3181_1813,,22,,MMPL family efflux pump,,,Transport RND|export - lipid?,,Dispensable,FIG005548: transport protein,CBSS-211586.1.peg.2352,,,,,,,2.A.6,,core,1,IM 12 TM,Shw02050
W3181_1814,,22,22125499,glutamate dehydrogenase (NAD+) Gdh,gdh,,Glutamine Glutamate Aspartate and Asparagine Biosynthesis,,Dispensable,NAD-specific glutamate dehydrogenase (EC 1.4.1.2) large form,Glutamate dehydrogenases; <br>Glutamine Glutamate Aspartate and Asparagine Biosynthesis,,,,NAD,,,,1.4.1.2,core,1,cyt,Shw02049
W3181_1815,,22,,dihydroorotate dehydrogenase PyrD,pyrD,,De Novo Pyrimidine Synthesis,,Dispensable,Dihydroorotate dehydrogenase (EC 1.3.3.1),De Novo Pyrimidine Synthesis,,,,,,,,1.3.3.1,core,1,cyt,Shw02048
W3181_1816,,22,,protein of unknown function DUF1379,,,,,Unknown,hypothetical protein,,,,,,,,,,core,1,cyt,Shw02047
W3181_1817,,2,,RelB protein,,,,,,,,,,,,,,,,junk? Like truncated protein missing c-term,1,cyt,Shw03641
W3181_1818,,3,,hypothetical protein,,,,,,hypothetical protein,,,,,,,,,,mobile - integron,1,cyt,Shw04728
W3181_1819,,4,,hypothetical protein,,,,,,hypothetical protein,,,,,,,,,,mobile - integron,1,cyt,Shw05301
W3181_1820,,22,,putative periplasmic protein of unknown function DUF1318,,,,,Dispensable,Putative uncharacterized protein ydbL may be related to amine metabolism,CBSS-314225.3.peg.1533,,,,,,,,,core,1,peri,Shw01649
W3181_1821,,22,,outer membrane lipoprotein,,,,,Dispensable,Uncharacterized protein ynbE; probable lipoprotein STY1424,CBSS-314225.3.peg.1533; <br>CBSS-314225.3.peg.1533,,,,,,,,,core,1,LP-OM,Shw01650
W3181_1822,,22,,membrane-anchored YbdH domain protein,,,only C-term conserved in sequence,,Dispensable,Putative uncharacterized protein ydbH,CBSS-314225.3.peg.1533,,,,,,,,,core,1,IM 1 TM,Shw01651
W3181_1823,,15,,tyrosine transporter TyrP,tyrP,,Transport - tyrosine,,Dispensable,Tyrosine-specific transport protein,ZZ gjo need homes,,,,,,,2.A.42,,,1,IM 11 TM,Shw01652
W3181_1824,,22,,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase HisIE,hisIE,,Histidine Biosynthesis,,Dispensable,Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19) / Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31),Histidine Biosynthesis; <br>Histidine Biosynthesis,,,,ATP; AMP,,,,"3.5.4.19, 3.6.1.31",core,1,cyt,Shw01653
W3181_1825,,22,,imidazole glycerol phosphate synthase cyclase subunit HisF,hisF,,Histidine Biosynthesis,,Dispensable,Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-),Histidine Biosynthesis,,,,,,,,4.1.3.-,core,1,cyt,Shw01654
W3181_1826,,22,,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase HisA,hisA,,Histidine Biosynthesis,,Dispensable,Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16),Histidine Biosynthesis,,,,,,,,5.3.1.16,core,1,cyt,Shw01655
W3181_1827,,22,,imidazole glycerol phosphate synthase glutamine amidotransferase subunit HisH,hisH,,Histidine Biosynthesis,,Dispensable,Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-),Histidine Biosynthesis,,,,,,,,2.4.2.-,core,1,cyt,Shw01656
W3181_1828,,22,,bifunctional imidazoleglycerol-phosphate dehydratase/histidinol-phosphatase HisB,hisB,,Histidine Biosynthesis,,Dispensable,Histidinol-phosphatase (EC 3.1.3.15) / Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19),Histidine Biosynthesis; <br>Histidine Biosynthesis,,,,,,,,"3.1.3.15, 4.2.1.19",core,1,cyt,Shw01657
W3181_1829,,22,,histidinol-phosphate aminotransferase HisC,hisC,,Histidine Biosynthesis,,Dispensable,Histidinol-phosphate aminotransferase (EC 2.6.1.9),Histidine Biosynthesis,,,,pyridoxyl phsophate (PLP),,,,2.6.1.9,core,1,cyt,Shw01658
W3181_1830,,22,,histidinol dehydrogenase HisD,hisD,,Histidine Biosynthesis,,Dispensable,Histidinol dehydrogenase (EC 1.1.1.23),Histidine Biosynthesis,,,,,,,,1.1.1.23,core,1,cyt,Shw01659
W3181_1831,,22,,ATP phosphoribosyltransferase HisG,hisG,,Histidine Biosynthesis,,Unknown,ATP phosphoribosyltransferase (EC 2.4.2.17),Histidine Biosynthesis,,,,ATP,,,,2.4.2.17,core,1,cyt,Shw01660
W3181_1831.1 W3181_4116,,22,,hisGD operon attenuation leader peptide HisL,hisL,,Histidine Biosynthesis,,,,,,,,,,,,,core,1,cyt,Shw01661
W3181_1832,,21,,protein of unknown function DUF938,,,,,Dispensable,hypothetical protein,,,,,,,,,,no Sama,1,cyt,Shw01643
W3181_1833,,19,,FAD-dependent oxidoreductase,,,,,Dispensable,Probable oxidoreductase,,,,,FAD,,,,,no Sden Sfri,1,cyt,Shw01644
W3181_1834,,15,,transcriptional regulator LysR family,,,Sensory transduction,,Unknown,Transcriptional regulator LysR family in formaldehyde detoxification operon,Glutathione-dependent pathway of formaldehyde detoxification,,LysR,,,,,,,,1,cyt,Shw06450b
W3181_1835,,15,,S-(hydroxymethyl)glutathione dehydrogenase FrmA,frmA,,Glutathione-dependent pathway of formaldehyde detoxification,,Unknown,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284),Glutathione-dependent pathway of formaldehyde detoxification,,,,NAD(P),Zn,,,1.1.1.284,no obligate marine,1,IM 1 TM,Shw01646a
W3181_1836,,15,,S-formylglutathione hydrolase FrmB,frmB,,Glutathione-dependent pathway of formaldehyde detoxification,,Dispensable,S-formylglutathione hydrolase (EC 3.1.2.12),Glutathione-dependent pathway of formaldehyde detoxification,CE1,,S09X,,,,,3.1.2.12,no obligate marine,1,cyt,Shw01647a
W3181_1837,,22,,L-serine ammonia-lyase SdaA,sdaA,,Glycine and Serine Utilization,,Dispensable,L-serine dehydratase 1 (EC 4.3.1.17),Glycine and Serine Utilization,,,,pyridoxyl phosphate (PLP); 4Fe-4S,,,,4.3.1.17,core,1,cyt,Shw01783
W3181_1839,,22,,beta-N-acetylglucosaminidase NagZ,nagZ,,peptidoglycan turnover; insertion hotspot,,Unknown,Beta N-acetyl-glucosaminidase (EC 3.2.1.52),Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Sugars,GH3,,,,,,,3.2.1.52,core,1,cyt,Shw01784
W3181_1840,,20,,enzyme of unknown function UPF0227,,,,,Dispensable Unclear In Ecoli,YcfP protein: probably an esterase that is part of a salvage cluster,,,,,,,,,,no Sden Sfri,1,cyt,Shw01785
W3181_1841,,1,,protein of unknown function UPF0167,,,,,,,,,,,,,,,,mobile - integron,1,cyt,W3181_1841
W3181_1842,,6,,acteyltransferase GNAT family,,,resistance to antibiotics,,,GCN5-related N-acetyltransferase,,,,,,,,,,mobile - integron mixed phage,1,cyt,Shw05964
W3181_1843,,1,,conserved hypothetical protein,,,,,,hypothetical protein,,,,,,,,,,mobile - integron,1,cyt,W3181_1843
W3181_1844,,1,,protein of unknown function DUF2158,,,,,,hypothetical protein,,,,,,,,,,mobile - integron,1,cyt,W3181_1844
W3181_1845,,1,,ISSod25 transposase TnpA_ISSod25,tnpA_ISSod25,,DNA mobilization - IS element,,,transposase IS91 family putative,,,,,,,,,,mobile - ISSod25 Tn,1,cyt,tnpa_ISSod25
W3181_1846,,1,,ISSod25 integrase Int_ISSod25,int_ISSod25,,DNA mobilization - IS element,,,site-specific recombinase phage integrase family,,,,,,,,,,mobile - ISSod25 Int,1,cyt,int_ISSod25
W3181_1848,,11,,predicted outer membrane lipoprotein,,,,,Dispensable,hypothetical protein,,,,,,,,,,,1,LP-OM,Shw01168
W3181_1849,,11,,outer membrane morn variant repeat-containing protein,,,,,Dispensable,Morn variant domain protein,,,,,,,,,,,1,OM,Shw01169
W3181_1850,,1,,ISSpu9 transposase TnpA_ISSpu9 ,tnpA_ISSpu9,,DNA mobilization - IS element,,,transposase Tn5 dimerisation subunit,,,,,,,,,,mobile - ISSpu9,1,cyt,tnpa_ISSpu9
W3181_1851,,20,,acylphosphatase AcyP,acyP,,insertion hotspot,,Unknown,Acylphosphate phosphohydrolase (EC 3.6.1.7) putative,Pyruvate metabolism II: acetyl-CoA acetogenesis from pyruvate,,,,,,,,3.6.1.7,no Sden Sfri,1,cyt,Shw01786
W3181_1852,,22,,periplasmic protein of unknown function DUF2803,,,,,Dispensable,hypothetical protein,,,,,,,,,,core,1,peri,Shw01787
W3181_1853,,22,,transcription-repair coupling factor Mfd,mfd,,Transcription factors,,Dispensable,Transcription-repair coupling factor,Cell division-ribosomal stress proteins cluster; <br>DNA-replication; <br>Transcription factors bacterial,,,,,,,,,core,1,cyt,Shw01788
W3181_1854,,22,,conserved protein of unknown function,,,,,Unknown,hypothetical protein,,,,,,,,,,core,1,cyt,Shw01789
W3181_1855,,22,,ABC-type lipoprotein release system permease component LolE,lolE,,Transport - lipoprotein sorting,,Expected Essential,Lipoprotein releasing system transmembrane protein LolC,Lipopolysaccharide assembly; <br>Lipoprotein sorting system,,,,,,,3.A.1.125,,core,1,IM 5 TM,Shw01790
W3181_1856,,22,,ABC-type lipoprotein release system ATPase component LolD,lolD,,Transport - lipoprotein sorting,,Expected Essential,Lipoprotein releasing system ATP-binding protein LolD,Lipopolysaccharide assembly; <br>Lipoprotein sorting system,,,,ATP,,,3.A.1.125,,core,1,cyt-IM assoc,Shw01791
W3181_1857,,22,,ABC-type lipoprotein release system permease component LolC,lolC,,Transport - lipoprotein sorting,,Expected Essential,Lipoprotein releasing system transmembrane protein LolE,Lipopolysaccharide assembly; <br>Lipoprotein sorting system,,,,,,,3.A.1.125,,core,1,IM 4 TM,Shw01792
W3181_1858,,22,,inositol-phosphate phosphatase SuhB,suhB,,,,Expected Essential,Inositol-1-monophosphatase (EC 3.1.3.25),,,,,,,,,3.1.3.25,core,1,cyt,Shw01793
W3181_1859,,22,16848900,tRNA (cytidine32/uridine32-2'-O)-methyltransferase TrmJ,trmJ,yfhQ,tRNA modification,,Dispensable,tRNA:Cm32/Um32 methyltransferase,,,,,,,,,2.1.1.200,core,1,cyt,Shw01794
W3181_1860,,22,,serine acetyltransferase CysE,cysE,,Cysteine Biosynthesis,,Unknown,Serine acetyltransferase (EC 2.3.1.30),Cysteine Biosynthesis; <br>Methionine Biosynthesis,,,,,,,,2.3.1.30,core,1,cyt,Shw01795
W3181_1861,,22,,transcriptional repressor of iron-sulfur cluster assembly genes IscR,iscR,,1CP|repressor - Cofactor synth - FeS,,Unknown,Iron-sulfur cluster regulator IscR,Fe-S cluster assembly; <br>Rrf2 family transcriptional regulators,,,,,,,,,core,1,cyt,Shw01796
W3181_1862,,22,,cysteine desulfurase IscS,iscS,nifS,Cofactor synth - FeS,,Expected Essential,Cysteine desulfurase (EC 2.8.1.7) IscS subfamily,Alanine biosynthesis; <br>Fe-S cluster assembly,,,,,,,,2.8.1.7,core,1,cyt,Shw01797
W3181_1863,,22,,FeS cluster assembly scaffold protein IscU,iscU,,Cofactor synth - FeS,,Expected Essential,Iron-sulfur cluster assembly scaffold protein IscU,Fe-S cluster assembly,,,,,,,,,core,1,cyt,Shw01798
W3181_1864,,22,,FeS cluster assembly acessory protein IscA,iscA,,Cofactor synth - FeS,,New Essential,Iron binding protein IscA for iron-sulfur cluster assembly,Fe-S cluster assembly,,,,,,,,,core,1,cyt,Shw01799
W3181_1865,,22,,co-chaperone Hsc20 HscB,hscB,,Cofactor synth - FeS,,Expected Essential,Chaperone protein HscB,Fe-S cluster assembly; <br>Protein chaperones,,,,,,,,,core,1,cyt,Shw01800
W3181_1866,,22,,chaperone protein HscA,hscA,,Cofactor synth - FeS,,Expected Essential,Chaperone protein HscA,Fe-S cluster assembly; <br>Protein chaperones,,,,,,,9.A.41.1,,core,1,cyt,Shw01801
W3181_1867,,22,,ferredoxin 2Fe-2S type ISC system Fdx,fdx,,Cofactor synth - FeS,,Expected Essential,Ferredoxin 2Fe-2S,Fe-S cluster assembly; <br>Soluble cytochromes and functionally related electron carriers,,,,,2Fe-2S,,,,core,1,cyt,Shw01802
W3181_1868,,14,,ribosomal protein S6 glutaminyl transferase RimK,rimK,,Ribosome biogenesis,,Dispensable,Ribosomal protein S6 glutaminyl transferase,Ribosome biogenesis bacterial,,,,,,,,,core? (check Sben PV4 swp),1,cyt,Shw01803a
W3181_1869,,20,,FeS assembly protein IscX,iscX,,protein maturation - FeS,,Unknown,Believed to be involved in assembly of Fe-S clusters,,,,,,,,,,,1,cyt,Shw01804
W3181_1869.1 W3181_4117,,19,,hypothetical protein,,,junk? possibly a swoo hit,,,hypothetical protein,,,,,,,,,,core? (check Sden),1,IM 1 TM,Shw01805
W3181_1870,,22,,nucleoside diphosphate kinase Ndk,ndk,,Purine conversions,,Expected Essential,Nucleoside diphosphate kinase (EC 2.7.4.6),CBSS-498211.3.peg.1415; <br>Purine conversions; <br>pyrimidine conversions,,,,ATP,,,,2.7.4.6,core,1,cyt,Shw01806
W3181_1871,,22,,16 kDa heat shock protein A IbpA,ibpA,,,,Unknown,16 kDa heat shock protein A,,,,,,,,,,core,1,cyt,Shw01807
W3181_1872,,22,,acetolactate synthase III small subunit IlvH,ilvH,,Branched-Chain Amino Acid Biosynthesis,,Dispensable,Acetolactate synthase small subunit (EC 2.2.1.6),Branched-Chain Amino Acid Biosynthesis,,,,,,,,2.2.1.6,core,1,cyt,Shw01808
W3181_1873,,22,,acetolactate synthase III large subunit IlvI,ilvI,,Branched-Chain Amino Acid Biosynthesis,,Dispensable,Acetolactate synthase large subunit (EC 2.2.1.6),Branched-Chain Amino Acid Biosynthesis,,,,thiamin (TPP),,,,2.2.1.6,core,1,cyt,Shw01809
W3181_1875,,22,,drug:H+ antiporter DHA1 family,,,Transport | efflux,,Dispensable,Multidrug resistance transporter Bcr/CflA family,Copper homeostasis,,,,,,,2.A.1.2,,core,1,IM 12 TM,Shw01810
W3181_1876,,14,,conserved hypothetical Ca-binding lipoprotein,,,Phosphate metabolism,,Dispensable,Alkaline phosphatase (EC 3.1.3.1),Phosphate metabolism,,,,,,,,,,1,LP-surface,Shw01811
W3181_1877,,16,,bifunctional transcriptional repressor of amino acid efflux GntR family / aminotransferase,,,1CP|repressor - aa efflux,,Dispensable,Transcriptional regulator GntR family domain / Aspartate aminotransferase (EC 2.6.1.1),Glutamine Glutamate Aspartate and Asparagine Biosynthesis; <br>Threonine and Homoserine Biosynthesis,,GntR,,pyridoxyl phsophate (PLP),,,,,,1,cyt,Shw01812
